Title,Creator,Contributors,TulaneName,FullName,FirstName,LastName,BirthYear,DeathYear,Description,Notes,Date,Language,Identifier,Source,Relation,Coverage-Spatial,Collection,Rights,Publisher,Contact Information,Type,Format,Cataloger,Cataloged Date,Object File Name,Image Resolution (Archival),Image Bit-Depth (Archival),Color Mode (Archival),Extent (Archival),Image Manipulation (Archival),File Size (Archival),Hardware/Software (Archival),Digitized By,Digitized Date,File to Upload,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Location URI
Lee Collins,"Russell, William",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,"with Anderson Saucier, d, Jeep Robinson, s, """"Nose"""" Thompson, p, and Charlie McBride, vo; during a recording session at Gaffers Lounge, 2nd floor, Water Street",,1952,, See 'reference url' on the navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000429,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/512,512,513.jp2,/p16313coll33/image/513.jp2,http://sws.geonames.org/4887539/
Lee Collins,,,"Saucier, Anderson",Anderson Saucier,Anderson,Saucier,,,"with Anderson Saucier, d, Jeep Robinson, s, """"Nose"""" Thompson, p, and Charlie McBride, vo; during a recording session at Gaffers Lounge, 2nd floor, Water Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/512,512,,,
Lee Collins,,,"Robinson, Jeep",Jeep Robinson,Jeep,Robinson,,,"with Anderson Saucier, d, Jeep Robinson, s, """"Nose"""" Thompson, p, and Charlie McBride, vo; during a recording session at Gaffers Lounge, 2nd floor, Water Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/512,512,,,
Lee Collins,,,"Thompson, Bill",Bill Thompson,Bill,Thompson,,,"with Anderson Saucier, d, Jeep Robinson, s, """"Nose"""" Thompson, p, and Charlie McBride, vo; during a recording session at Gaffers Lounge, 2nd floor, Water Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/512,512,,,
Lee Collins,,,"McBride, Charlie",Charlie McBride,Charlie,McBride,,,"with Anderson Saucier, d, Jeep Robinson, s, """"Nose"""" Thompson, p, and Charlie McBride, vo; during a recording session at Gaffers Lounge, 2nd floor, Water Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/512,512,,,
Lee Collins Band,"Russell, William",,"Breckinridge, Clarence",Clarence Breckinridge,Clarence,Breckinridge,,,"1) """"Big Foot"""" Clarence Breckinridge; during a recording session for Barbara & Bill Reid; 800 block N. Clark Street",,1952,, See 'reference url' on the navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000430_1,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/513,513,514.jp2,/p16313coll33/image/514.jp2,http://sws.geonames.org/4887539/
Lee Collins Band,"Russell, William",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,2) Lee Collins during intermission; during a recording session for Barbara & Bill Reid; 800 block N. Clark Street,,1952,, See 'reference url' on the navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000430_2,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/514,514,515.jp2,/p16313coll33/image/515.jp2,http://sws.geonames.org/4887539/
Lee Collins Band,"Russell, William",,"Thompson, Bill",Bill Thompson,Bill,Thompson,,,"3) Lee Collins Band with """"Nose"""" Thompson, p, Jeep Robinson, ts, Lee Collins, Andrson Saucier, d; during a recording session for Barbara & Bill Reid; 800 block N. Clark Street",,1952,, See 'reference url' on the navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000430_3,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/515,515,516.jp2,/p16313coll33/image/516.jp2,http://sws.geonames.org/4887539/
Lee Collins Band,,,"Robinson, Jeep",Jeep Robinson,Jeep,Robinson,,,"3) Lee Collins Band with """"Nose"""" Thompson, p, Jeep Robinson, ts, Lee Collins, Andrson Saucier, d; during a recording session for Barbara & Bill Reid; 800 block N. Clark Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/515,515,,,
Lee Collins Band,,,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,"3) Lee Collins Band with """"Nose"""" Thompson, p, Jeep Robinson, ts, Lee Collins, Andrson Saucier, d; during a recording session for Barbara & Bill Reid; 800 block N. Clark Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/515,515,,,
Lee Collins Band,,,"Saucier, Anderson",Anderson Saucier,Anderson,Saucier,,,"3) Lee Collins Band with """"Nose"""" Thompson, p, Jeep Robinson, ts, Lee Collins, Andrson Saucier, d; during a recording session for Barbara & Bill Reid; 800 block N. Clark Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/515,515,,,
Lee Collins,"Jungheim, Ralph",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,with Baby Dodds and Miff Mole; during Lee Collins' 50th birthday celebration,,1951-10-15,, See 'reference url' on the navigation bar.,,,,,Do not release or copy; All rights reserved,,,,,EC,04/17/13,OPH000432,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/516,516,517.jp2,/p16313coll33/image/517.jp2,
Lee Collins,,,"Dodds, Baby",Baby Dodds,Baby,Dodds,,,with Baby Dodds and Miff Mole; during Lee Collins' 50th birthday celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/516,516,,,
Lee Collins,,,"Mole, Miff, 1898-1961",Miff Mole,Miff,Mole,1898,1961,with Baby Dodds and Miff Mole; during Lee Collins' 50th birthday celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/516,516,,,
Lee Collins,"Jungheim, Ralph",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,with Baby Dodds and Miff Mole; during Lee Collins' 50th birthday celebration; copy 2,,1951-10-15,, See 'reference url' on the navigation bar.,,,,,Do not release or copy; All rights reserved,,,,,EC,04/17/13,OPH000433,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/517,517,518.jp2,/p16313coll33/image/518.jp2,
Lee Collins,,,"Dodds, Baby",Baby Dodds,Baby,Dodds,,,with Baby Dodds and Miff Mole; during Lee Collins' 50th birthday celebration; copy 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/517,517,,,
Lee Collins,,,"Mole, Miff, 1898-1961",Miff Mole,Miff,Mole,1898,1961,with Baby Dodds and Miff Mole; during Lee Collins' 50th birthday celebration; copy 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/517,517,,,
Lee Collins,"Miner, John",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,during a jazz concert,,1951-06-18,, See 'reference url' on the navigation bar.,,,Oshkosh (Wi.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000434,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/518,518,519.jp2,/p16313coll33/image/519.jp2,
Lee Collins,"Miner, John",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,during a jazz concert,,1951-06-18,, See 'reference url' on the navigation bar.,,,Oshkosh (Wi.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000435,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/519,519,520.jp2,/p16313coll33/image/520.jp2,
Lee Collins,"Miner, John",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,"Collins, Lee, tp, with George Winn, tb (from Chicago); during a jazz concert",,1951-06-18,, See 'reference url' on the navigation bar.,,,Oshkosh (Wi.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000436,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/520,520,521.jp2,/p16313coll33/image/521.jp2,
Lee Collins,,,"Winn, George",George Winn,George,Winn,,,"Collins, Lee, tp, with George Winn, tb (from Chicago); during a jazz concert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/520,520,,,
Lee Collins,"Miner, John",,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,"Collins, Lee, tp, with George Winn, tb, Dick Ruedebusch, tp, Bob Anderson, co, and Art Hodes, p; during a jazz concert",,1951-06-18,, See 'reference url' on the navigation bar.,,,Oshkosh (Wi.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000437,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/521,521,522.jp2,/p16313coll33/image/522.jp2,
Lee Collins,,,"Winn, George",George Winn,George,Winn,,,"Collins, Lee, tp, with George Winn, tb, Dick Ruedebusch, tp, Bob Anderson, co, and Art Hodes, p; during a jazz concert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/521,521,,,
Lee Collins,,,"Ruedebu, Dick",Dick Ruedebu,Dick,Ruedebu,,,"Collins, Lee, tp, with George Winn, tb, Dick Ruedebusch, tp, Bob Anderson, co, and Art Hodes, p; during a jazz concert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/521,521,,,
Lee Collins,,,"Anderson, Bob",Bob Anderson,Bob,Anderson,,,"Collins, Lee, tp, with George Winn, tb, Dick Ruedebusch, tp, Bob Anderson, co, and Art Hodes, p; during a jazz concert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/521,521,,,
Lee Collins,,,"Hodes, Arthur W., 1904-1993",Arthur W. Hodes,Arthur W.,Hodes,1904,1993,"Collins, Lee, tp, with George Winn, tb, Dick Ruedebusch, tp, Bob Anderson, co, and Art Hodes, p; during a jazz concert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/521,521,,,
Lee Collins,,,"Collins, Lee, 1901-1960",Lee Collins,Lee,Collins,1901,1960,with Louis Armstrong,,1951-06,, See 'reference url' on the navigation bar.,Copied from print belonging to William Russell,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000438,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/522,522,523.jp2,/p16313coll33/image/523.jp2,http://sws.geonames.org/4887539/
Lee Collins,,,"Armstrong, Louis, 1901-1971",Louis Armstrong,Louis,Armstrong,1901,1971,with Louis Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/522,522,,,
Ann Cook,"Friedlander, Lee",,"Cook, Ann",Ann Cook,Ann,Cook,,,"her home, 2227 Thalia Street",,1950s,, See 'reference url' on the navigation bar.,,,New Orleans (La.),,please write to the photographer for permission to reproduce,,,,,EC,04/17/13,OPH000441,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/524,524,525.jp2,/p16313coll33/image/525.jp2,http://sws.geonames.org/4335053/
Ann Cook,"Soderberg, Ronald D.",,"Cook, Ann",Ann Cook,Ann,Cook,,,in her home on Thalia Street,,1950s,, See 'reference url' on the navigation bar.,,,,,please write to the photographer for permission to reproduce,,,,,EC,04/17/13,OPH000442,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/525,525,526.jp2,/p16313coll33/image/526.jp2,
Ann Cook,"Russell, William",,"Cook, Ann",Ann Cook,Ann,Cook,,,her home on Thalia Street,,1949-07,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000443,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/526,526,527.jp2,/p16313coll33/image/527.jp2,
Ann Cook,"Russell, William",,"Cook, Ann",Ann Cook,Ann,Cook,,,her home on Thalia Street,,1949-07,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000444,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/527,527,528.jp2,/p16313coll33/image/528.jp2,
Ann Cook,"Russell, William",,"Cook, Ann",Ann Cook,Ann,Cook,,,"AM recording session in Dr. Nelson's home, Touro Street",,1949-07,, See 'reference url' on the navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000445,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/528,528,529.jp2,/p16313coll33/image/529.jp2,
Cook and his Dreamland Orchestra,Bloom Photographers,,"Green, Bert",Bert Green,Bert,Green,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,1920s,, See 'reference url' on the navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000446,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,530.jp2,/p16313coll33/image/530.jp2,http://sws.geonames.org/4887539/
Cook and his Dreamland Orchestra,,,"Garland, Fred",Fred Garland,Fred,Garland,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Hillaire, Andrew",Andrew Hillaire,Andrew,Hillaire,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Keppard, Freddie, 1890-1933",Freddie Keppard,Freddie,Keppard,1890,1933,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Graham, R.E.",R.E. Graham,R.E.,Graham,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Reynaud, Rudolph",Rudolph Reynaud,Rudolph,Reynaud,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Anderson, Ken",Ken Anderson,Ken,Anderson,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Pasqual, Don",Don Pasqual,Don,Pasqual,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Noone, Jimmie, 1895-1944",Jimmie Noone,Jimmie,Noone,1895,1944,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,,,"Cook, C.L.",C.L. Cook,C.L.,Cook,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/529,529,,,
Cook and his Dreamland Orchestra,Bloom Photographers,,"Green, Bert",Bert Green,Bert,Green,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland, copy 2",,1920s,, See 'reference url' on the navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,,,,EC,04/17/13,OPH000447,,,,,,,,,,,,04/30/13,04/30/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/530,530,531.jp2,/p16313coll33/image/531.jp2,http://sws.geonames.org/4887539/
Cook and his Dreamland Orchestra,,,"Garland, Fred",Fred Garland,Fred,Garland,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland, copy 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/530,530,,,
Cook and his Dreamland Orchestra,,,"Hillaire, Andrew",Andrew Hillaire,Andrew,Hillaire,,,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland, copy 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/530,530,,,
Cook and his Dreamland Orchestra,,,"Keppard, Freddie, 1890-1933",Freddie Keppard,Freddie,Keppard,1890,1933,"Bert W. Green, b sax, Fred garland, tb, Andrew Hillaire, d, Freddie Keppard, tp, R. E. Graham, tp, Rudolph Reynaud, sous, Ken Anderson, s, J. Don Pasqual, cl, Jimmie Noone, cl, C. L. Cook, p, leader, J. E. Poston, cl, s, Robert Shelby, g, Johnny St. Cyr, bj, and William C. King, cl at Harmon's Dreamland, copy 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/530,530,,,
